domain_key,data_dir,p_mask,p_noise,num_trajs,experiment_name
depot,benchmark/data/depot/multi_problem_04-07-2026T01:32:08__model=gpt-5.2__steps=100,0.1,0.1,8,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.1
depot,benchmark/data/depot/multi_problem_04-07-2026T01:32:08__model=gpt-5.2__steps=100,0.1,0.2,3,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
depot,benchmark/data/depot/multi_problem_04-07-2026T01:32:08__model=gpt-5.2__steps=100,0.1,0.2,4,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
depot,benchmark/data/depot/multi_problem_04-07-2026T01:32:08__model=gpt-5.2__steps=100,0.1,0.2,5,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
depot,benchmark/data/depot/multi_problem_04-07-2026T01:32:08__model=gpt-5.2__steps=100,0.1,0.2,6,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
depot,benchmark/data/depot/multi_problem_04-07-2026T01:32:08__model=gpt-5.2__steps=100,0.1,0.2,7,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
depot,benchmark/data/depot/multi_problem_04-07-2026T01:32:08__model=gpt-5.2__steps=100,0.1,0.2,8,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.0,3,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.0,4,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.0,5,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.0,6,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.0,7,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.0,8,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.1,3,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.1,4,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.1,5,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.1,6,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.1,7,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.1,8,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.2,3,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.2,4,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.2,5,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.2,6,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.2,7,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.0,0.2,8,simulation-cluster-run-cpu256-10min__mask=0.0__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.0,3,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.0,4,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.0,5,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.0,6,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.0,7,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.0,8,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.1,3,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.1,4,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.1,5,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.1,6,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.1,7,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.1,8,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.2,3,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.2,4,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.2,5,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.2,6,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.2,7,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.01,0.2,8,simulation-cluster-run-cpu256-10min__mask=0.01__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.0,3,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.0,4,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.0,5,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.0,6,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.0,7,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.0,8,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.0
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.1,3,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.1,4,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.1,5,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.1,6,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.1,7,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.1,8,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.1
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.2,3,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.2,4,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.2,5,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.2,6,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.2,7,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
gripper,benchmark/data/gripper/multi_problem_04-07-2026T14:50:04__model=gpt-5.2__steps=100,0.1,0.2,8,simulation-cluster-run-cpu256-10min__mask=0.1__noise=0.2
